,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1072,1,1,22,2,18,13,0,0,0,6,19,20,1,10,0,0,6,6,0,0,0,9,9,8,3,2,3,2,2,0,1,6.43956043956044,1,5,3,9,91
1073,2,0,14,0,12,13,0,1,0,3,15,3,0,9,0,0,3,9,0,0,0,0,3,6,2,2,2,1,1,0,2,6.406779661016949,2,2,3,8,59
1074,4,0,20,0,16,13,0,0,0,1,17,8,0,13,0,0,7,9,0,0,1,13,13,14,1,4,0,0,0,0,0,6.011904761904762,0,7,2,10,84
1075,2,2,19,1,16,11,0,1,0,3,24,9,0,8,0,0,1,4,0,0,2,6,4,10,4,2,0,2,0,0,0,6.207792207792208,0,4,3,9,77
1076,3,0,21,1,24,16,0,1,0,5,23,16,0,11,0,0,6,4,0,0,1,4,8,6,2,6,0,2,2,0,0,6.159090909090909,1,2,3,12,88
1077,2,0,10,1,8,1,0,0,0,0,10,1,0,4,0,0,3,1,0,0,0,2,2,2,2,3,1,0,0,0,0,6.222222222222222,0,2,1,4,27
1078,2,1,23,0,18,10,0,0,0,3,18,9,0,10,0,0,5,6,0,0,0,6,5,7,4,2,1,2,1,0,1,6.2,0,2,1,6,70
1079,2,1,8,0,6,5,0,0,0,1,12,1,0,2,0,0,1,1,0,0,0,2,2,4,1,3,1,0,0,0,0,6.5,0,2,0,6,28
1080,2,1,12,0,9,5,0,2,0,1,18,7,0,7,0,0,5,8,0,0,0,4,6,8,3,3,1,3,2,0,2,6.461538461538462,2,0,3,8,65
1081,5,1,20,0,26,14,0,0,0,6,28,10,0,9,0,0,7,15,0,0,3,4,8,14,3,9,0,1,1,0,4,5.540816326530612,1,1,3,13,98
1082,2,2,28,1,17,14,0,0,0,4,27,14,0,13,0,0,2,7,0,0,1,11,14,6,5,2,0,3,0,0,0,6.21,0,6,4,13,100
1083,2,0,12,0,12,5,0,0,0,0,11,4,0,7,0,0,2,4,0,0,0,0,0,6,0,1,1,0,0,0,0,6.918918918918919,0,1,1,4,37
1084,3,1,45,0,31,24,0,1,0,6,43,15,1,17,0,0,10,10,0,0,1,19,19,16,3,6,2,7,0,0,3,6.143790849673203,0,6,4,15,153
1085,4,1,18,0,9,8,0,0,0,4,15,4,0,3,0,0,2,5,0,0,0,2,7,7,1,3,0,0,0,0,0,5.830188679245283,0,3,2,7,53
1086,2,0,23,0,18,14,1,0,0,5,27,7,0,12,0,0,5,11,0,0,0,6,7,11,4,5,3,0,1,0,0,6.086021505376344,0,1,3,10,93
1087,3,1,23,0,13,13,0,1,0,3,22,11,0,13,0,0,1,7,0,0,2,7,8,10,3,0,0,0,0,0,0,5.846153846153846,0,2,3,12,91
1088,4,3,28,0,24,20,0,2,0,6,46,9,0,14,0,0,5,8,0,0,1,7,11,14,4,4,1,2,0,0,0,6.106060606060606,0,12,3,11,132
1089,2,0,30,1,17,16,0,1,0,4,30,5,0,16,0,0,4,8,0,0,1,11,10,13,3,5,0,1,1,0,0,6.211538461538462,1,1,4,9,104
1090,2,4,28,0,30,12,0,3,0,1,39,28,0,9,0,0,3,11,0,0,0,8,8,12,2,4,0,3,0,0,0,6.113636363636363,0,6,3,15,132
1091,1,0,32,1,21,15,0,0,0,7,22,13,0,16,0,0,3,5,0,0,1,11,13,7,2,6,1,0,1,1,1,5.819047619047619,2,0,3,13,105
1092,4,2,17,2,7,6,0,0,0,3,14,3,0,5,0,0,11,7,0,0,0,4,5,9,5,2,2,0,0,0,0,6.036363636363636,0,2,2,8,55
1093,7,0,21,1,26,14,0,2,0,1,28,17,0,17,0,0,3,11,0,0,1,4,5,13,7,5,0,0,2,1,0,6.508771929824562,2,5,3,8,114
1094,3,0,15,0,13,8,0,1,0,2,10,7,0,10,0,0,4,2,0,0,1,9,6,2,4,1,1,3,0,0,0,6.541666666666667,0,3,3,5,48
1095,1,2,7,0,20,5,1,0,0,2,20,14,0,5,0,0,5,2,0,0,0,1,2,6,2,5,0,0,0,0,1,4.410256410256411,0,6,1,1,78
1096,3,2,21,0,22,15,0,1,0,3,27,23,0,13,0,0,0,5,0,0,0,5,6,13,2,8,1,2,1,0,0,6.142857142857143,0,3,4,8,112
1097,3,3,22,1,23,10,0,0,0,3,23,23,0,16,0,0,4,10,0,1,0,7,7,15,6,5,1,1,2,1,1,6.422018348623853,1,3,2,10,109
1098,4,2,23,0,13,11,0,0,0,2,23,12,0,9,0,0,6,2,0,0,0,7,7,10,0,4,1,6,2,0,0,6.395061728395062,2,4,3,18,81
1099,5,2,15,1,16,10,0,2,0,1,13,6,1,12,0,0,8,9,0,0,1,3,4,15,0,4,1,1,1,0,0,6.214285714285714,1,4,3,10,70
1100,3,0,18,0,12,5,0,1,0,2,19,7,0,6,0,0,7,2,0,0,1,3,5,13,4,3,1,1,1,1,3,5.432835820895522,0,5,1,9,67
1101,3,2,28,1,22,16,0,0,0,4,21,8,0,9,0,0,6,9,0,0,1,7,9,15,3,3,0,2,3,0,0,5.819277108433735,2,2,3,8,83
1102,7,1,28,2,25,17,0,0,0,7,29,15,0,18,0,0,7,14,0,0,1,10,15,10,5,6,0,5,2,0,3,6.3515625,1,4,4,8,128
1103,6,1,33,0,30,21,0,0,0,2,38,26,1,18,0,0,10,11,0,0,1,13,9,13,7,5,0,5,5,0,0,6.380645161290323,2,6,4,12,155
1104,4,0,43,0,31,13,3,0,0,5,51,25,0,17,0,0,4,14,0,0,1,13,14,8,5,8,3,2,1,0,3,6.253086419753086,0,9,3,16,162
1105,1,0,4,0,6,1,0,0,0,0,8,7,0,7,0,0,2,0,0,0,0,3,3,3,0,1,0,1,0,0,0,6.612903225806452,0,3,1,4,31
1106,1,2,15,2,17,8,1,0,0,2,19,6,0,11,0,0,4,7,0,0,1,4,6,13,5,6,0,1,5,0,1,6.621621621621622,3,0,3,10,74
1107,3,0,13,0,10,2,0,0,0,2,21,6,0,3,0,0,1,2,0,0,0,4,6,3,0,5,0,0,3,0,0,7.444444444444445,0,0,1,2,45
1108,2,1,33,0,31,18,0,2,0,3,32,37,0,15,0,0,4,6,0,0,0,8,8,9,6,5,1,1,1,0,1,6.305343511450381,2,9,2,12,131
1109,2,0,40,0,26,17,0,0,0,3,33,6,0,11,0,0,1,9,0,0,0,8,10,7,1,6,1,2,0,0,3,6.03125,1,2,3,8,96
1110,2,0,40,4,46,26,1,1,0,10,53,27,0,17,1,0,5,22,0,1,2,5,15,10,4,14,2,7,2,1,0,6.092391304347826,2,6,4,13,184
1111,5,1,23,0,21,12,0,2,0,4,21,8,0,15,0,0,2,9,0,0,0,7,9,10,5,3,1,0,1,0,0,6.636363636363637,1,2,4,11,88
1112,2,0,30,0,30,19,0,0,0,1,31,8,0,12,0,0,5,11,0,0,1,4,4,14,7,2,2,1,0,0,2,5.980392156862745,1,6,3,10,102
1113,1,0,4,0,7,5,0,0,0,2,5,7,0,5,0,0,4,5,0,0,1,4,6,2,1,0,1,0,0,0,0,5.735294117647059,0,4,1,6,34
1114,7,1,43,0,24,10,0,0,0,3,39,17,0,18,0,0,3,5,0,0,1,17,13,19,4,6,1,1,0,0,0,6.948529411764706,0,8,4,25,136
1115,2,0,10,1,18,6,1,1,0,0,10,18,1,6,0,0,9,2,0,0,0,2,2,8,3,3,6,3,1,0,1,5.983870967741935,0,4,3,8,62
1116,2,0,23,0,16,11,1,0,0,2,20,6,0,6,0,0,5,11,0,0,1,2,2,9,2,4,0,3,3,0,1,6.25,0,0,3,8,68
1117,1,3,24,0,21,6,1,1,0,2,25,17,1,11,0,0,5,10,0,0,0,7,7,13,0,5,2,2,2,0,1,6.648351648351649,2,13,3,9,91
1118,3,1,29,0,20,14,0,2,0,7,26,13,1,14,0,0,3,10,1,0,1,8,10,14,4,3,0,1,0,0,2,6.201923076923077,2,1,4,12,104
1119,1,1,9,1,10,6,0,1,0,0,11,8,1,5,0,0,2,3,0,0,0,3,2,9,0,3,0,1,1,0,0,6.413043478260869,1,0,2,5,46
1120,3,4,19,1,9,9,1,1,0,7,15,11,0,13,0,0,2,9,0,0,0,10,17,7,7,5,2,0,1,0,1,6.310344827586207,0,0,2,6,87
1121,5,1,28,1,12,12,0,0,0,3,27,7,0,12,0,0,3,4,0,0,0,11,10,13,1,6,2,0,0,0,0,6.568181818181818,0,2,3,8,88
1122,1,0,23,0,23,11,0,1,0,3,26,18,0,9,0,0,6,7,0,0,0,5,7,12,3,3,1,2,2,0,1,6.066666666666666,2,5,3,8,90
1123,4,2,27,0,27,13,0,2,0,4,26,12,1,17,0,0,3,12,0,0,0,8,8,11,3,7,0,1,1,0,1,6.364485981308412,0,1,3,7,107
1124,0,1,12,0,9,6,0,0,0,0,11,8,0,4,0,0,4,1,0,0,0,0,0,6,2,0,1,0,0,0,0,5.589743589743589,0,4,2,3,39
1125,12,3,44,2,41,23,0,1,0,3,53,34,0,26,0,0,7,17,1,0,0,14,14,17,5,13,3,4,2,0,0,6.3681592039801,2,2,4,20,201
1126,2,0,4,0,5,1,0,0,0,2,5,0,0,2,0,0,4,6,0,0,0,3,3,1,1,4,3,1,0,0,0,6.111111111111111,0,2,0,3,27
1127,1,1,27,1,18,8,0,2,0,2,24,7,0,11,0,0,1,6,0,0,0,7,6,7,1,1,1,4,0,1,0,6.30379746835443,1,2,2,9,79
1128,3,1,26,0,18,11,2,1,0,1,16,17,0,15,0,0,4,7,0,0,1,10,9,12,3,1,0,1,2,0,0,6.065934065934066,0,0,2,11,91
1129,2,1,30,0,12,8,0,0,0,3,23,4,0,15,0,0,1,2,0,0,1,7,7,9,1,2,0,0,1,0,0,7.042253521126761,0,0,3,9,71
1130,4,1,22,1,17,12,0,0,0,3,21,5,0,8,0,0,2,9,0,0,2,5,6,10,2,1,0,0,3,0,0,5.76056338028169,1,0,3,9,71
1131,3,0,26,1,28,15,2,0,0,4,27,16,0,19,0,0,4,11,0,0,2,6,9,13,5,7,2,1,1,0,5,6.176,1,11,4,13,125
1132,3,0,24,1,13,6,0,0,0,3,19,3,0,10,0,0,5,5,0,0,0,7,7,6,3,4,4,2,1,0,0,6.21875,1,6,3,6,64
1133,5,1,26,0,25,8,0,1,0,2,15,9,0,15,0,0,2,4,0,0,1,6,6,7,4,2,0,3,1,0,1,6.236111111111111,1,4,2,8,72
1134,1,1,19,1,13,5,0,0,0,4,16,10,0,9,0,0,2,2,0,0,0,9,11,6,0,3,2,2,0,0,0,6.65625,0,2,2,7,64
1135,4,0,25,0,15,12,2,0,0,5,28,7,0,9,0,0,5,3,0,0,0,7,12,5,0,5,1,0,0,1,1,6.3882352941176475,0,5,3,13,85
1136,1,0,22,0,21,18,1,0,0,2,16,14,0,12,0,0,6,13,0,0,1,7,6,13,5,6,0,1,2,0,0,6.527472527472527,0,0,4,9,91
1137,5,2,32,1,24,21,0,0,0,3,36,16,1,18,0,0,2,13,0,1,1,10,9,14,6,7,0,4,1,0,2,6.030534351145038,0,4,4,20,131
1138,5,3,16,0,21,6,0,0,0,2,21,14,0,8,0,0,3,4,0,0,0,5,4,7,1,4,0,0,1,0,0,5.485294117647059,1,0,0,7,68
1139,8,1,15,0,19,6,1,0,0,8,15,25,0,8,0,0,10,1,0,1,0,10,14,6,1,3,3,1,2,0,1,5.634146341463414,2,7,3,3,82
1140,5,0,32,1,26,19,0,0,0,10,28,23,0,17,0,0,4,9,0,0,3,7,15,15,3,8,0,1,0,0,0,6.627906976744186,0,5,3,18,129
1141,2,0,37,0,23,11,0,0,0,2,26,15,0,21,0,0,3,5,0,0,1,12,11,15,4,5,2,3,2,0,1,7.016949152542373,1,5,3,17,118
1142,4,2,28,1,24,8,0,1,0,5,29,20,0,10,0,0,2,6,0,0,1,8,12,6,4,3,0,1,1,0,0,5.744897959183674,0,8,2,8,98
1143,4,0,10,0,20,12,2,0,0,0,18,14,0,12,0,0,6,6,0,0,0,5,4,7,2,7,1,4,1,0,1,6.6835443037974684,1,2,3,6,79
1144,7,1,28,2,19,10,0,1,0,3,36,6,0,14,0,0,8,8,0,0,3,14,17,20,6,3,1,0,4,2,0,6.034782608695652,4,6,3,13,115
1145,3,2,9,0,8,6,1,1,0,0,7,1,1,5,0,0,5,3,0,0,0,1,1,8,1,1,2,1,0,0,0,5.7368421052631575,0,2,2,6,38
1146,4,1,21,0,15,16,0,1,0,2,26,11,0,8,0,0,3,14,0,0,0,2,5,9,3,1,0,0,0,0,0,5.932584269662922,0,4,3,12,89
1147,3,1,24,0,16,14,0,0,0,4,30,15,0,11,0,0,4,9,0,0,1,11,11,12,5,5,2,0,1,0,0,6.2272727272727275,1,4,4,10,110
1148,9,1,36,2,29,11,1,5,0,4,33,11,0,11,0,0,7,13,0,1,0,10,13,11,4,11,2,2,1,0,0,6.254098360655738,0,3,3,10,122
1149,1,0,30,0,18,11,0,1,0,2,31,16,1,9,0,0,1,7,1,1,0,11,9,9,1,6,0,2,0,0,0,6.282828282828283,0,3,4,8,99
1150,3,2,30,0,15,8,1,0,0,1,19,15,0,11,0,0,3,8,0,0,0,11,12,9,5,2,1,2,1,0,0,6.313953488372093,0,4,2,8,86
1151,3,2,22,0,15,12,0,0,0,0,29,5,0,7,0,0,2,4,0,0,0,9,3,9,2,7,0,1,0,0,0,5.658536585365853,0,7,1,5,82
1152,0,0,17,0,13,4,1,0,0,3,17,5,0,7,0,0,6,9,0,0,2,4,4,6,2,3,5,2,0,0,2,5.770491803278689,0,7,2,8,61
1153,9,1,22,2,24,15,0,0,0,5,26,19,0,11,0,0,10,12,0,0,1,5,7,11,5,6,3,3,1,0,1,5.839622641509434,1,6,3,9,106
1154,7,0,26,1,21,5,0,0,0,2,32,7,0,13,0,0,3,4,0,0,2,11,10,14,4,6,2,2,0,2,2,5.842105263157895,2,1,1,10,95
1155,0,0,19,0,10,4,0,0,0,1,14,11,0,6,0,0,0,0,0,0,0,7,6,7,1,5,0,0,0,0,0,6.296296296296297,0,5,1,5,54
1156,6,0,13,2,8,4,0,0,0,2,13,2,0,4,0,0,7,7,0,0,2,4,6,9,5,0,0,0,0,0,0,5.5227272727272725,0,3,1,3,44
1157,5,0,25,0,14,8,0,1,0,4,23,11,0,12,0,0,2,3,0,0,1,7,12,10,3,0,1,0,1,0,1,6.414634146341464,1,1,3,8,82
1158,4,0,12,0,8,5,2,0,0,0,17,7,0,6,0,0,0,3,0,0,0,3,3,7,3,2,2,0,1,0,1,6.69811320754717,1,2,2,5,53
1159,4,1,15,0,13,2,0,1,0,1,22,4,0,11,0,0,8,8,0,0,1,5,6,10,1,1,1,0,0,0,0,6.169014084507042,0,4,1,10,71
1160,3,1,23,0,25,8,1,0,0,7,19,12,0,15,0,0,14,11,0,0,1,8,11,11,4,8,1,6,2,0,0,5.871287128712871,2,0,3,11,101
1161,2,4,34,0,30,9,0,0,0,5,34,19,0,12,0,0,7,5,0,0,1,13,13,15,1,3,1,1,1,0,2,6.159663865546219,1,5,3,9,119
1162,5,0,15,0,19,10,1,0,0,6,17,6,0,6,0,0,6,5,0,0,1,3,6,5,2,5,0,0,1,0,1,5.944444444444445,2,3,2,7,72
1163,2,0,15,0,16,13,0,1,0,2,27,7,0,14,0,0,2,5,1,0,0,6,5,5,3,1,2,2,0,0,0,6.858974358974359,0,1,3,7,78
1164,1,2,36,0,25,17,0,2,0,2,29,13,0,18,0,0,2,14,0,1,0,15,12,11,9,6,1,2,2,0,0,6.426356589147287,1,1,4,12,129
1165,3,3,22,0,22,13,1,1,0,3,26,10,1,11,0,0,1,10,0,0,1,7,7,10,3,6,0,1,0,0,2,6.111111111111111,0,3,4,8,99
1166,6,2,44,0,42,23,0,1,0,9,40,24,0,23,0,1,10,12,0,0,1,12,19,5,5,11,3,12,5,0,0,6.274390243902439,3,0,4,12,164
1167,3,1,19,0,17,10,0,0,0,2,38,8,0,16,0,0,3,6,0,0,0,9,8,8,6,4,2,1,1,0,2,7.019230769230769,1,3,3,11,104
1168,2,1,9,0,8,4,1,0,0,0,10,4,0,6,0,0,7,4,0,0,1,8,8,11,2,1,0,0,0,0,0,5.444444444444445,0,5,2,9,45
1169,3,0,25,0,16,8,0,0,0,2,24,4,0,9,0,0,5,11,0,0,3,10,9,10,3,5,3,0,2,0,1,5.794871794871795,1,5,4,10,78
1170,8,3,45,0,41,20,0,2,0,4,44,22,0,23,0,0,7,16,0,0,1,9,9,19,7,13,0,2,2,0,1,6.432748538011696,1,5,4,18,171
1171,3,0,13,0,10,5,0,2,0,1,12,9,1,10,0,0,4,6,0,0,0,1,1,11,6,3,0,2,0,1,0,6.5396825396825395,1,7,3,8,63
1172,2,1,27,0,30,12,0,1,0,4,39,19,0,6,0,0,5,3,0,0,0,2,7,3,3,2,4,4,1,0,1,5.852941176470588,1,3,3,11,102
1173,4,0,37,1,31,18,1,0,0,9,41,13,0,28,0,0,4,16,0,0,3,13,15,10,6,12,1,2,3,0,1,6.02054794520548,1,3,4,13,146
1174,2,0,17,0,12,3,0,0,0,1,17,11,0,10,0,0,15,6,1,0,0,5,5,11,2,7,3,0,0,0,2,5.628571428571429,0,9,2,9,70
1175,0,0,26,1,24,15,0,0,0,1,22,29,1,14,0,0,2,7,0,1,0,8,5,16,3,4,1,1,2,0,1,6.350877192982456,2,10,3,9,114
1176,2,3,21,0,26,10,1,2,0,2,28,28,1,13,0,0,3,9,0,0,0,9,8,13,3,6,1,1,1,0,1,6.141666666666667,0,4,4,12,120
1177,2,0,8,2,13,3,1,0,0,2,6,4,1,9,0,0,3,7,0,0,0,1,3,10,3,6,0,1,0,0,0,6.68,0,2,2,10,50
1178,4,0,28,1,25,13,0,0,0,5,32,14,0,11,0,0,9,6,0,0,1,6,9,13,4,6,1,1,2,0,2,5.935185185185185,0,6,3,14,108
1179,1,0,15,0,6,5,0,1,0,2,12,11,0,6,0,0,1,5,0,0,0,6,7,5,0,2,1,0,0,0,0,5.981132075471698,0,4,1,7,53
1180,0,1,6,0,6,4,0,0,0,0,7,2,0,7,0,0,2,1,0,0,0,3,2,5,3,3,0,0,0,0,0,5.588235294117647,0,1,1,6,34
1181,1,2,17,1,16,6,1,1,0,3,15,10,0,10,0,0,8,13,0,0,1,6,10,13,4,4,2,1,0,0,1,5.897435897435898,0,1,2,9,78
1182,0,0,3,0,2,1,0,0,0,1,5,3,0,2,0,0,0,3,0,0,1,2,3,1,0,1,0,0,0,0,0,5.842105263157895,0,2,0,3,19
1183,2,0,21,1,25,17,3,1,0,3,20,17,0,13,0,0,4,8,0,0,0,3,4,13,5,6,1,0,3,0,3,6.221153846153846,0,1,3,10,104
1184,2,0,21,1,11,6,0,1,0,3,21,0,0,15,0,0,5,7,0,0,0,8,9,7,1,3,5,1,0,0,1,5.819444444444445,0,4,3,8,72
1185,1,0,15,0,13,10,0,0,0,3,14,12,0,10,0,0,4,6,0,0,0,7,6,5,2,4,2,3,2,0,4,5.768115942028985,0,1,3,9,69
1186,1,1,16,0,16,6,0,0,0,2,18,15,1,6,0,0,11,13,0,0,1,3,5,14,3,2,1,3,0,0,1,5.9605263157894735,0,11,2,9,76
1187,5,1,34,1,22,15,0,1,0,4,27,7,0,18,0,0,4,6,0,1,1,14,14,17,6,5,1,0,1,0,3,6.286885245901639,0,0,4,12,122
1188,2,0,10,0,12,2,0,0,0,1,5,4,0,12,0,0,12,5,0,0,2,7,10,2,5,0,11,2,0,0,1,5.730769230769231,1,3,1,4,52
1189,3,2,19,0,17,8,1,1,0,3,18,6,2,11,0,0,4,8,0,1,0,4,6,9,2,5,0,1,0,0,1,6.256756756756757,1,1,3,10,74
1190,2,0,17,0,20,13,0,1,0,1,25,27,0,14,0,0,2,5,0,0,0,8,7,8,3,2,2,1,0,0,0,6.62,0,11,3,11,100
1191,3,1,32,0,37,18,1,0,0,3,41,8,0,19,0,0,6,9,0,0,0,6,5,11,6,2,0,1,3,0,0,6.458333333333333,0,1,4,11,120
1192,2,1,15,0,11,3,0,0,0,1,18,5,0,10,0,0,6,4,0,0,1,7,4,10,2,4,1,1,2,0,3,6.698412698412699,2,1,2,7,63
1193,1,0,23,0,17,14,0,0,0,7,17,19,0,9,0,0,4,8,0,0,2,6,11,9,1,5,0,3,2,0,1,6.195402298850575,1,3,3,11,87
1194,1,4,12,0,13,3,0,2,0,3,12,8,1,4,0,0,3,5,0,0,1,1,4,5,1,1,0,3,1,0,0,5.943396226415095,0,3,1,7,53
1195,8,1,35,0,34,20,1,0,0,3,27,24,0,23,0,0,3,11,0,0,2,13,12,12,9,5,2,1,1,1,0,6.625,1,2,4,15,144
1196,2,0,3,0,2,0,0,0,0,1,2,3,0,4,0,0,1,2,0,0,2,2,5,1,0,0,0,0,0,0,0,5.7368421052631575,0,1,0,3,19
1197,5,0,19,0,13,8,0,1,0,3,24,12,1,2,0,0,0,4,0,0,0,4,5,4,0,2,0,1,1,0,0,5.65,1,3,3,3,60
1198,3,1,18,0,23,8,1,1,0,0,22,11,0,23,0,0,0,12,0,0,0,5,3,12,9,7,1,0,1,1,0,6.9523809523809526,1,2,2,13,105
1199,3,2,28,0,24,11,2,0,0,8,27,14,0,16,0,0,2,9,0,0,0,9,14,10,3,6,1,0,2,0,1,3.1745283018867925,2,4,4,16,212
1200,6,0,22,2,21,13,0,1,0,4,29,9,0,14,0,0,5,17,0,0,0,14,11,19,5,9,0,1,2,0,0,6.472222222222222,1,0,3,12,108
1201,4,0,29,0,24,15,0,0,0,0,28,15,0,20,0,0,3,9,0,0,1,9,7,17,7,6,0,0,0,0,1,6.140495867768595,0,3,3,13,121
1202,2,0,18,0,15,10,0,2,0,2,27,3,1,7,0,0,2,5,0,0,0,6,5,8,1,2,0,1,0,0,0,6.183098591549296,0,0,3,7,71
1203,1,1,13,0,15,7,0,0,0,2,13,6,0,11,0,0,5,6,0,0,0,2,3,6,4,1,2,3,0,0,1,6.083333333333333,1,1,3,8,60
1204,4,0,16,0,17,7,0,1,0,3,20,5,1,11,0,0,2,5,0,0,1,5,7,7,2,3,1,1,0,0,1,6.536231884057971,1,0,3,6,69
1205,0,1,15,0,16,6,0,1,0,2,18,4,0,14,0,0,4,7,0,0,1,7,7,6,2,3,2,0,0,0,0,6.078125,0,2,3,7,64
1206,6,4,35,0,22,16,0,1,0,6,35,24,0,9,0,0,7,10,0,0,0,14,14,10,5,9,2,3,0,0,1,6.050724637681159,0,8,4,16,138
1207,3,0,13,1,16,7,0,0,0,5,19,11,0,5,0,0,2,7,0,0,0,6,10,6,1,2,1,2,0,1,3,6.348484848484849,1,5,2,5,66
1208,0,1,18,0,22,7,0,0,0,2,16,11,0,10,0,0,3,5,0,0,0,7,7,8,3,5,2,1,1,1,1,6.256756756756757,1,2,2,9,74
1209,1,0,24,1,24,9,2,0,0,1,26,19,0,9,0,0,7,7,0,1,0,5,5,11,4,9,3,5,2,0,2,6.41747572815534,2,4,3,12,103
1210,4,1,22,0,22,13,0,0,0,4,21,14,0,15,0,0,4,5,0,0,2,6,9,9,6,2,0,1,0,0,2,6.382978723404255,1,4,3,8,94
1211,4,5,33,3,41,17,0,1,0,4,36,26,1,21,0,0,2,18,0,0,0,4,9,16,6,4,1,1,2,0,2,6.308219178082192,1,5,4,13,146
1212,5,2,23,2,21,10,1,1,0,5,26,15,0,7,0,0,4,5,1,0,2,6,11,11,3,8,1,3,1,1,1,5.934782608695652,3,1,1,13,92
1213,5,0,32,0,25,15,1,0,0,4,31,10,0,15,0,0,7,6,0,0,3,10,12,15,8,2,2,3,2,0,2,5.914529914529915,1,1,3,13,117
1214,10,2,22,0,14,7,1,1,0,5,25,11,0,19,0,0,9,11,0,0,2,7,13,14,2,5,3,0,0,0,0,6.383928571428571,0,0,1,16,112
1215,5,0,39,0,25,21,0,0,0,5,29,8,0,21,0,0,11,12,0,0,0,11,13,18,6,4,1,4,1,0,2,5.985401459854015,0,6,4,14,137
1216,5,1,23,1,28,16,0,1,0,4,35,16,0,9,0,0,6,8,0,0,1,8,8,10,3,7,0,1,2,0,1,5.712,2,4,4,14,125
1217,4,1,22,1,17,9,0,1,0,3,24,7,0,11,0,0,5,17,0,0,0,5,9,11,7,4,1,1,1,0,0,6.298969072164948,1,1,4,12,97
1218,2,0,6,0,7,0,0,0,0,2,5,0,0,5,0,0,2,0,0,0,1,0,2,4,0,2,0,0,1,0,0,5.277777777777778,0,2,1,3,18
1219,1,1,29,1,29,16,2,1,0,8,27,26,0,13,0,0,7,8,0,0,1,10,16,13,10,5,1,1,2,0,2,6.0,2,7,4,13,128
1220,5,3,36,0,23,9,2,0,0,9,36,38,0,8,0,0,8,11,1,0,0,6,15,16,5,5,3,0,1,0,1,5.9714285714285715,0,13,1,16,140
1221,8,2,14,0,6,7,0,0,0,1,24,13,0,14,0,0,4,3,0,0,1,11,11,9,2,1,0,1,0,0,0,5.764044943820225,0,7,2,9,89
1222,4,2,17,1,17,11,0,0,0,3,29,9,0,11,0,0,3,9,0,0,0,4,8,8,4,6,2,2,1,0,1,6.064516129032258,0,2,3,11,93
1223,5,1,25,1,24,7,1,1,0,7,38,18,0,15,0,0,7,9,0,0,0,14,17,12,2,6,1,0,3,0,0,6.330645161290323,0,1,2,10,124
1224,2,3,14,1,23,13,0,1,0,1,25,12,1,10,0,0,5,10,0,0,0,6,5,9,3,4,2,4,3,0,0,5.696078431372549,1,1,2,7,102
1225,2,0,9,0,2,4,1,0,0,0,6,4,0,4,0,0,0,1,1,0,0,4,3,2,2,0,1,1,0,0,0,5.758620689655173,0,0,1,3,29
1226,3,1,19,0,16,15,0,0,0,3,15,8,0,13,0,0,3,3,0,0,0,4,7,9,4,1,1,0,2,0,0,6.445945945945946,0,2,2,7,74
1227,2,0,8,0,7,8,0,0,0,2,5,2,0,7,0,0,3,1,0,0,1,3,4,2,1,0,0,0,0,1,1,7.206896551724138,1,2,1,4,29
1228,4,1,33,1,23,14,0,1,0,7,25,3,0,14,0,0,3,6,0,0,1,8,14,11,2,8,0,1,0,0,0,5.945054945054945,0,0,3,14,91
1229,2,0,10,0,3,4,1,0,0,2,14,4,0,2,0,0,4,2,0,0,2,2,3,5,2,1,0,0,0,0,1,5.578947368421052,0,6,1,7,38
1230,1,0,15,2,16,9,1,0,0,1,21,9,0,5,0,0,4,7,0,0,0,4,2,8,1,5,3,0,0,0,2,5.590163934426229,0,4,3,10,61
1231,2,1,30,0,20,10,0,1,0,3,24,17,0,16,0,0,3,9,0,0,2,9,10,14,5,9,2,1,2,0,1,6.172413793103448,0,4,4,12,116
1232,1,1,24,0,23,5,0,0,0,2,21,13,1,12,0,0,0,4,1,0,0,3,4,8,5,6,0,2,0,0,0,6.567901234567901,0,6,3,10,81
1233,1,1,20,0,21,8,1,3,0,4,21,13,1,9,0,0,8,7,1,0,0,5,8,11,5,8,0,1,0,2,2,5.923913043478261,3,5,3,11,92
1234,2,1,25,1,19,20,0,1,0,5,31,9,0,14,0,0,4,9,2,0,1,9,10,12,7,13,0,1,0,0,1,6.406779661016949,0,1,4,10,118
1235,2,0,12,0,9,7,0,0,0,2,8,5,1,1,0,0,3,6,0,0,0,3,4,4,0,2,1,0,0,0,0,5.676470588235294,0,1,2,5,34
1236,7,0,28,0,21,11,0,1,0,4,31,19,0,10,0,0,5,11,0,0,0,11,12,8,4,7,0,2,0,0,1,6.081818181818182,0,14,3,11,110
1237,4,0,16,0,18,11,0,1,0,5,15,10,1,12,0,0,3,9,0,0,3,5,8,5,5,5,0,1,0,0,2,6.233766233766234,0,1,3,7,77
1238,4,1,24,1,25,12,0,0,0,3,25,8,0,18,0,0,3,10,0,0,0,5,7,12,5,9,1,0,1,0,0,6.41747572815534,0,2,3,10,103
