,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1066,22,5,58,0,83,31,3,1,11,97,22,0,44,0,70,35,1,0,3,25,0,37,12,4,9,33,18,2,8,3,5.658959537572255,9,25,5,33,346
1067,16,1,33,0,36,13,0,2,4,51,8,1,31,1,29,20,0,0,4,13,0,21,0,6,4,20,4,0,1,4,5.564705882352941,2,5,3,16,170
1068,14,4,83,1,89,56,0,2,18,113,16,0,64,0,60,34,3,1,4,29,0,47,11,9,12,42,21,7,1,5,5.586516853932585,1,1,4,45,445
1069,11,1,12,0,20,14,0,0,3,16,5,0,29,0,18,12,0,0,0,8,0,12,4,2,8,9,6,0,1,5,5.544715447154472,2,2,3,10,123
1070,7,0,25,2,31,18,2,1,11,24,5,0,22,0,20,12,1,0,0,10,0,13,6,4,13,6,8,1,3,0,5.2700729927007295,3,8,3,19,137
1071,32,1,48,1,78,35,1,1,12,64,39,1,45,0,38,44,1,0,1,13,0,36,5,11,11,31,15,3,5,12,5.2749244712990935,7,37,4,28,331
1072,20,5,44,0,39,25,1,0,12,38,20,0,30,0,42,20,0,0,0,9,0,24,4,5,6,31,12,4,7,4,4.405063291139241,8,20,2,19,237
1073,13,1,31,1,45,17,6,0,17,40,6,0,38,0,34,27,2,0,0,17,0,38,3,8,7,27,8,2,7,5,4.732510288065844,7,21,3,22,243
1074,18,4,37,0,40,16,1,0,22,54,22,0,21,0,53,29,0,0,6,17,0,37,13,4,15,23,9,8,4,3,5.122448979591836,4,17,3,26,245
1075,20,0,18,2,29,30,2,0,10,47,10,1,32,0,27,10,0,0,0,12,0,21,1,6,7,27,4,0,4,3,5.080952380952381,7,11,4,23,210
1076,10,0,28,0,26,14,1,0,6,24,16,0,18,0,27,15,0,0,1,8,0,14,4,3,5,17,4,1,2,1,3.2547169811320753,3,13,3,15,212
1077,18,0,57,1,61,30,1,2,16,85,5,3,44,0,27,20,4,0,5,15,0,33,2,10,10,12,14,6,2,4,5.740072202166065,2,6,4,23,277
1078,11,0,30,2,41,17,0,1,7,48,7,0,17,0,34,19,0,0,5,10,0,15,15,2,9,21,7,3,3,1,4.864130434782608,3,13,3,15,184
1079,16,4,46,0,72,47,6,1,19,67,29,2,40,0,42,32,2,0,1,24,0,41,7,6,4,35,10,1,5,11,5.286135693215339,11,24,3,29,339
1080,8,0,23,0,47,22,0,0,14,48,9,1,28,0,44,10,0,0,3,7,0,20,9,8,9,20,19,0,5,3,5.621004566210046,7,13,4,27,219
1081,18,8,33,0,36,27,0,0,6,63,7,0,32,0,32,12,0,0,0,16,0,21,7,3,6,23,8,0,2,0,5.523584905660377,2,12,4,23,212
1082,49,0,57,7,75,42,0,0,21,82,11,0,65,1,55,37,2,0,12,24,0,42,13,13,25,33,21,10,5,9,5.35792349726776,6,13,5,26,366
1083,20,5,38,1,49,26,0,0,28,63,22,2,36,0,44,39,0,0,0,12,0,41,7,8,13,27,13,4,11,7,5.83728813559322,15,32,6,24,295
1084,14,0,47,0,48,34,2,4,22,63,19,1,37,0,23,31,5,0,8,14,0,36,1,2,11,19,13,12,3,0,4.606349206349206,3,20,4,26,315
1085,18,0,34,3,51,22,3,0,7,45,11,0,33,0,50,22,4,0,3,11,0,26,9,3,18,27,17,2,4,4,5.157676348547718,8,19,3,26,241
1086,8,0,19,0,24,17,0,1,21,20,6,2,37,0,21,13,0,1,4,5,0,27,1,3,0,16,3,4,4,1,5.741496598639456,4,6,3,18,147
1087,16,0,35,6,29,14,0,1,9,22,1,0,38,2,12,18,0,0,4,5,0,17,0,0,2,12,4,0,0,0,4.73758865248227,0,8,3,14,141
1088,22,0,48,0,43,20,0,0,15,51,11,0,28,0,50,20,0,0,2,14,0,26,5,2,7,17,18,1,2,4,4.508064516129032,2,33,3,28,248
1089,18,0,35,1,36,26,1,0,19,38,6,0,35,0,35,16,0,0,7,19,0,41,5,11,17,29,3,2,7,0,4.641255605381166,6,15,4,25,223
1090,9,0,34,1,36,18,0,2,8,50,20,0,21,0,26,26,0,0,2,8,0,22,2,8,5,15,10,3,1,4,4.71830985915493,2,19,3,19,213
1091,20,3,28,4,46,15,4,2,10,48,23,1,41,0,33,19,0,0,2,19,0,31,3,16,5,25,16,3,13,6,4.52536231884058,13,20,4,24,276
1092,20,0,45,0,36,19,0,0,11,53,9,1,45,0,25,18,0,0,6,21,0,30,2,8,6,23,10,2,4,7,4.991735537190083,4,11,4,21,242
1093,20,1,27,2,39,10,2,0,7,36,6,0,33,0,30,24,2,0,2,7,0,17,3,4,3,23,4,7,1,2,5.079754601226994,1,6,4,19,163
1094,22,1,47,2,61,27,0,1,21,67,14,1,54,0,44,26,0,0,1,22,0,43,4,8,14,26,19,5,9,6,5.388888888888889,12,8,4,30,306
1095,21,2,59,4,74,27,0,1,19,61,22,1,30,1,55,50,1,0,1,28,0,54,13,5,16,28,20,5,5,2,4.341040462427745,8,9,4,31,346
1096,24,1,25,1,61,24,0,1,14,69,7,1,51,0,42,23,0,0,4,21,0,41,6,12,18,16,13,2,2,1,5.399328859060403,3,13,4,25,298
1097,19,2,50,7,57,17,2,1,7,77,9,2,29,0,34,33,0,0,5,18,0,25,4,7,12,31,7,6,0,8,4.845849802371541,5,13,3,18,253
1098,19,2,62,3,78,22,2,2,24,77,3,0,47,1,35,26,3,0,1,14,0,40,1,3,7,29,7,10,1,5,4.982394366197183,3,4,3,26,284
1099,11,0,9,1,22,12,1,0,3,25,4,0,20,0,24,15,0,0,3,10,0,16,1,0,5,17,7,2,1,3,4.528985507246377,3,5,3,10,138
1100,17,8,51,2,68,41,0,0,20,62,23,0,55,0,35,20,0,0,6,21,0,49,7,3,9,29,6,7,8,4,5.4352159468438535,9,21,4,20,301
1101,23,4,44,4,51,30,0,1,16,80,9,0,41,0,38,31,3,1,0,17,0,33,4,6,14,32,16,3,10,1,5.364820846905538,10,19,4,25,307
1102,13,3,49,2,62,45,0,1,8,59,17,0,57,0,20,20,0,2,2,20,0,28,6,4,19,20,14,7,0,4,5.835051546391752,4,12,4,21,291
1103,15,0,43,0,57,16,1,0,12,78,10,0,34,0,46,33,1,0,4,9,0,21,2,7,5,24,11,4,1,2,5.2,5,12,4,18,250
1104,31,3,37,0,51,22,1,1,18,58,5,0,31,1,43,19,1,0,1,12,0,34,13,2,10,12,6,4,6,1,5.252293577981652,6,8,4,12,218
1105,24,1,37,4,51,23,0,1,21,58,9,0,33,0,33,26,1,0,4,14,0,30,14,4,13,26,8,4,6,4,5.64957264957265,9,3,4,21,234
1106,27,0,37,2,49,23,2,1,11,53,22,1,47,1,45,20,1,0,2,14,0,25,3,24,12,38,10,5,2,3,5.506802721088436,2,33,4,27,294
1107,5,0,8,2,26,17,0,0,13,26,12,3,40,0,11,4,0,1,0,9,0,24,2,2,5,17,3,3,1,1,5.859756097560975,1,5,3,24,164
1108,9,1,37,1,28,10,0,0,7,53,2,1,30,0,22,14,0,0,6,12,0,15,7,5,2,12,9,4,3,2,5.509433962264151,4,10,3,16,159
1109,12,3,43,1,38,17,0,1,4,42,5,2,31,0,26,21,1,0,3,20,0,20,3,5,3,20,13,2,2,3,4.65,3,6,4,16,200
1110,9,4,58,1,76,30,0,0,7,86,22,1,34,0,28,15,0,1,2,20,0,22,17,4,18,11,15,7,7,1,5.73943661971831,7,16,4,29,284
1111,15,1,41,0,44,31,3,0,7,50,38,0,34,0,25,19,0,0,3,15,0,21,8,4,9,31,12,5,3,1,3.5609065155807365,6,38,4,27,353
1112,12,0,33,6,43,19,0,0,7,50,11,0,30,0,44,15,3,0,1,8,0,15,6,5,7,30,7,1,5,3,5.244897959183674,6,6,3,22,196
1113,3,1,33,0,28,27,1,2,16,40,18,0,16,0,33,18,0,0,1,14,0,28,2,7,3,18,10,0,4,2,6.333333333333333,6,12,3,32,183
1114,17,1,40,1,41,17,2,0,17,54,23,0,24,0,61,30,2,0,2,21,0,37,9,7,4,27,9,4,4,5,4.586872586872587,5,23,4,23,259
1115,29,2,55,1,63,28,0,2,9,77,10,0,57,1,64,37,1,0,1,18,0,27,7,8,13,33,14,1,7,3,5.068403908794788,7,12,4,20,307
1116,22,1,52,1,77,22,2,0,12,55,29,1,69,0,35,40,0,0,5,20,0,29,6,12,12,32,17,6,7,8,5.6521739130434785,10,25,4,25,322
1117,24,6,60,13,92,45,0,1,23,82,28,2,51,0,37,39,0,0,6,27,0,50,4,5,23,25,17,11,7,3,5.52991452991453,9,33,4,30,351
1118,19,1,73,6,82,33,3,0,9,90,16,0,29,1,56,27,0,0,8,22,0,22,32,22,10,17,18,1,9,6,5.2592592592592595,9,56,3,28,297
1119,17,0,24,3,30,19,2,1,7,46,35,0,8,0,31,26,1,0,1,11,0,13,4,12,4,19,12,0,3,1,4.18859649122807,3,28,2,20,228
1120,6,0,19,1,29,14,4,0,1,28,2,0,24,0,26,7,1,0,1,16,0,17,3,8,10,15,4,3,0,2,5.3768115942028984,0,7,3,10,138
1121,18,2,32,0,43,35,1,0,10,67,5,3,57,0,28,12,0,0,2,7,0,16,5,5,2,20,9,5,1,3,5.909448818897638,1,4,4,28,254
1122,24,2,25,2,39,12,2,2,1,47,7,0,34,0,14,10,0,0,2,8,0,14,2,5,3,16,6,1,4,2,4.35,5,16,3,20,180
1123,21,0,44,3,74,25,0,0,12,87,8,0,58,0,40,28,0,1,4,24,0,38,16,3,14,22,17,6,5,6,5.272151898734177,5,4,4,24,316
1124,9,0,15,2,25,12,1,0,7,36,11,0,19,0,21,10,0,0,2,6,0,14,5,9,3,10,1,2,1,3,5.378571428571429,2,11,4,14,140
1125,9,1,46,0,48,16,1,1,10,56,11,2,22,0,15,16,0,0,1,10,0,21,2,4,12,14,13,5,4,3,5.48,4,10,4,18,200
1126,11,0,30,3,36,17,1,1,5,43,7,0,35,0,12,13,0,0,1,8,0,12,4,6,6,16,2,0,5,0,5.174698795180723,5,5,3,15,166
1127,18,2,30,0,36,31,0,1,7,46,7,0,24,0,26,24,0,0,5,10,0,21,5,6,8,13,10,0,3,5,4.912621359223301,6,15,3,17,206
1128,28,3,38,1,43,16,0,0,13,54,10,0,33,0,18,18,0,0,5,6,0,18,2,4,11,14,12,1,4,3,4.622119815668203,7,10,3,18,217
1129,12,5,30,4,46,24,0,0,13,37,3,0,25,0,54,27,0,0,2,25,0,40,2,14,3,26,19,3,3,7,4.831818181818182,8,19,3,19,220
1130,21,3,67,0,90,38,1,1,16,117,23,0,59,0,21,32,2,1,2,20,0,36,3,15,19,18,26,5,7,1,5.515837104072398,7,15,6,31,442
1131,10,1,46,5,58,32,0,0,8,53,23,1,35,0,17,17,0,0,2,12,0,20,6,3,6,16,16,4,1,0,5.419607843137255,2,28,4,23,255
1132,13,0,14,4,29,21,1,0,10,29,15,0,27,0,11,9,0,0,1,11,0,15,1,3,5,11,3,0,0,0,3.7169811320754715,0,9,3,14,212
1133,20,3,80,3,91,39,2,0,9,108,21,0,48,0,44,35,0,0,1,17,0,28,7,14,19,38,17,5,6,6,5.495934959349594,10,39,4,25,369
1134,2,1,8,0,12,2,0,0,4,12,0,0,5,0,16,7,0,0,0,2,0,6,1,1,1,6,7,0,0,2,4.790697674418604,1,4,2,5,43
1135,11,0,23,1,40,21,2,0,6,29,16,0,23,0,36,6,0,0,2,14,0,16,4,6,1,22,4,1,2,0,4.9573170731707314,2,18,3,19,164
1136,17,1,35,1,58,22,2,3,7,68,6,1,41,0,28,16,1,0,5,12,0,21,2,9,4,30,15,5,5,1,5.270161290322581,5,13,4,31,248
1137,3,0,9,0,5,5,0,0,3,14,2,0,7,0,11,6,0,0,2,3,0,6,0,1,0,10,1,1,0,1,5.056603773584905,0,4,2,8,53
1138,8,0,43,2,41,19,0,0,13,44,4,0,29,0,18,16,1,0,1,13,0,26,2,8,10,11,6,4,4,1,5.772486772486772,3,14,4,18,189
1139,18,3,48,3,58,21,6,2,9,57,19,0,59,0,25,25,2,0,3,10,0,20,4,7,9,32,11,9,0,4,5.384615384615385,2,24,4,23,273
1140,13,0,36,0,39,19,1,0,4,44,17,1,24,0,16,8,2,0,2,12,0,16,3,4,6,11,7,1,1,2,5.352201257861635,2,21,3,14,159
1141,11,4,21,3,18,10,0,2,3,22,20,0,16,0,17,8,0,0,1,8,0,14,1,6,3,15,7,0,5,1,4.796052631578948,5,25,3,24,152
1142,11,0,33,3,29,16,0,1,7,43,0,0,11,0,20,8,1,0,4,9,0,13,1,3,3,14,9,6,2,1,4.985074626865671,6,10,2,13,134
1143,5,0,27,0,31,11,1,0,5,31,14,1,21,0,18,13,0,0,4,10,0,13,3,8,5,9,11,3,4,0,5.2023809523809526,3,15,3,16,168
1144,3,1,8,1,20,23,0,0,4,18,4,0,24,0,5,4,0,0,0,1,0,9,2,0,5,7,5,2,2,0,5.761363636363637,2,9,3,7,88
1145,9,4,38,1,52,28,0,0,13,55,14,0,39,0,21,29,0,0,4,8,0,20,4,2,14,22,8,3,2,0,5.483739837398374,3,14,4,29,246
1146,2,0,19,2,12,6,0,0,3,20,0,0,10,0,8,8,1,0,1,6,0,9,0,1,1,11,4,0,1,1,4.619718309859155,2,16,2,6,71
1147,21,0,55,1,73,41,1,4,12,82,12,0,50,0,49,23,0,0,3,19,0,30,5,2,15,33,13,3,5,1,5.527508090614886,3,14,4,32,309
1148,23,2,40,3,63,18,2,2,13,74,8,0,28,0,40,42,1,0,1,19,0,41,4,4,15,23,14,4,4,1,5.338028169014085,7,7,4,18,284
1149,12,2,47,5,66,29,1,5,7,45,9,0,35,0,52,29,1,0,6,13,0,22,5,10,15,32,16,4,4,1,4.916030534351145,5,5,4,27,262
1150,15,1,49,3,52,20,1,1,12,81,9,0,35,0,48,25,0,1,2,23,0,37,2,6,11,28,19,1,7,1,5.085714285714285,7,10,4,28,280
1151,17,1,44,2,43,31,0,1,5,68,27,0,24,0,24,15,0,0,1,20,0,25,25,7,5,12,16,5,1,1,5.738775510204082,0,30,4,23,245
1152,19,1,61,1,78,54,1,0,30,103,32,2,51,0,108,32,1,0,5,34,0,67,1,12,7,56,34,2,12,3,4.796545105566219,8,31,4,86,521
1153,25,0,48,1,43,36,0,1,9,84,30,1,18,0,26,28,0,0,2,9,0,16,3,3,4,14,26,6,1,2,5.1854545454545455,1,49,3,31,275
1154,7,0,26,1,33,14,3,0,8,26,12,1,33,1,21,15,0,0,2,5,0,8,4,7,4,20,0,0,1,1,4.654255319148936,0,14,3,23,188
1155,28,3,77,1,59,32,0,1,15,90,18,0,40,0,37,26,2,0,2,43,0,59,12,8,15,19,22,3,4,4,5.4363636363636365,9,9,4,34,330
1156,23,5,62,1,69,34,0,1,12,103,17,1,45,0,23,28,0,0,2,20,0,32,3,10,16,15,25,6,3,1,5.8875,4,22,4,35,320
1157,12,0,41,3,48,14,2,1,10,61,2,0,15,1,30,14,0,0,7,28,0,35,4,9,5,11,8,7,2,3,4.910112359550562,2,21,2,8,178
1158,6,1,9,1,20,7,0,0,1,18,1,0,12,0,16,6,0,0,5,6,0,8,0,3,1,12,4,0,2,2,4.896103896103896,3,5,2,9,77
1159,37,3,70,7,120,58,3,1,22,132,22,1,74,0,44,26,1,1,2,23,0,53,8,17,16,36,31,9,7,3,6.422319474835886,7,25,4,35,457
1160,16,0,60,3,49,24,3,1,14,67,9,0,38,0,44,35,0,0,4,26,0,37,6,7,9,28,13,3,7,4,5.121428571428571,8,7,4,26,280
1161,20,0,41,1,48,24,1,0,16,61,13,0,49,0,16,18,0,0,3,17,0,24,2,4,14,17,9,2,5,1,6.259911894273127,5,5,4,22,227
1162,9,0,15,0,17,13,0,0,6,21,7,0,13,0,15,5,0,0,2,6,0,12,1,6,7,8,5,2,0,1,4.795918367346939,0,4,2,13,98
1163,28,0,44,1,75,36,1,1,10,102,19,0,52,0,37,28,0,0,2,21,0,34,7,18,22,28,17,6,7,5,5.542780748663102,8,29,5,27,374
1164,13,0,28,4,34,17,2,0,5,43,4,1,22,0,30,21,2,0,0,10,0,15,1,5,2,22,14,6,4,2,4.885245901639344,6,13,4,21,183
1165,22,1,18,1,53,25,6,0,10,39,11,0,36,0,38,12,0,0,1,19,0,27,1,6,9,32,9,2,3,0,5.630541871921182,3,20,3,21,203
1166,10,8,46,1,52,27,0,1,17,76,11,2,46,1,19,22,0,1,2,22,0,32,1,5,14,15,21,2,3,1,5.321192052980132,4,7,4,28,302
1167,13,0,56,4,70,24,0,1,29,77,17,0,67,1,39,48,0,0,4,21,0,46,3,7,13,30,16,2,7,1,5.3790087463556855,8,6,4,30,343
1168,11,0,38,3,48,21,0,0,10,36,11,0,46,0,35,16,3,0,2,14,0,27,3,6,8,35,8,3,3,2,5.261682242990654,1,16,3,22,214
1169,6,3,15,2,39,20,0,0,11,31,7,0,24,0,18,19,0,0,3,12,0,18,0,4,10,14,11,1,2,1,5.769230769230769,2,6,4,15,143
1170,11,0,38,1,54,23,1,3,20,56,22,0,42,0,29,25,0,0,1,16,0,35,4,7,15,21,8,4,0,5,5.654761904761905,5,21,4,27,252
1171,7,3,32,5,44,21,1,0,11,55,14,0,24,0,40,19,0,0,2,12,0,26,3,13,4,29,13,3,6,1,4.732142857142857,5,28,3,20,224
1172,10,0,24,0,38,14,1,0,17,36,4,0,20,0,33,15,0,0,0,11,0,27,0,5,3,13,9,0,1,2,4.796178343949045,1,1,3,15,157
1173,10,0,14,1,21,17,1,0,8,21,11,0,26,0,22,12,0,0,0,6,0,15,0,2,7,18,4,0,3,0,5.402985074626866,3,10,3,13,134
1174,11,4,27,0,35,12,0,0,4,31,4,0,21,0,24,11,0,0,3,7,0,11,6,3,2,18,4,1,3,1,5.398305084745763,3,5,3,12,118
1175,9,2,13,0,21,15,0,0,11,22,4,0,7,0,45,23,0,0,1,18,0,28,13,3,3,16,3,2,5,2,4.425675675675675,5,2,3,19,148
1176,16,6,44,2,52,29,0,0,10,48,13,0,26,0,16,16,0,0,0,11,0,21,6,3,12,12,19,7,3,0,5.585492227979275,3,16,4,14,193
1177,16,0,11,1,20,16,0,1,5,24,3,0,31,0,22,15,0,0,1,8,0,13,1,5,1,19,6,0,2,0,5.0227272727272725,2,23,3,10,132
1178,8,0,25,1,32,17,0,0,9,44,3,0,16,1,21,13,0,0,0,9,0,19,4,7,4,13,6,1,3,0,5.723404255319149,3,1,3,10,141
1179,10,1,22,0,39,21,0,1,13,23,9,0,25,0,31,24,0,0,0,8,0,22,0,1,8,10,12,2,4,1,4.718562874251497,4,5,4,15,167
1180,11,1,37,4,48,30,1,1,23,41,12,0,38,0,55,30,0,0,1,14,0,40,5,3,13,33,8,3,8,1,5.247058823529412,9,7,4,32,255
1181,6,2,21,3,28,15,0,1,5,26,3,0,23,0,8,6,0,0,2,11,0,13,1,3,3,7,11,2,3,1,5.5772357723577235,2,1,3,13,123
1182,13,2,47,4,65,20,2,1,13,70,14,0,29,0,29,24,1,0,5,18,0,28,16,7,9,19,4,7,1,3,5.203389830508475,3,16,3,21,236
1183,5,0,23,1,32,9,0,0,6,35,17,0,26,0,13,4,0,0,2,11,0,13,5,4,6,8,10,2,3,2,5.699346405228758,4,21,3,17,153
1184,19,3,55,0,58,41,0,1,11,72,32,0,53,0,30,21,1,0,0,24,0,33,2,10,13,20,18,2,2,2,6.153846153846154,3,20,5,37,312
1185,12,0,16,2,16,8,0,0,6,23,0,0,21,0,16,8,0,0,3,5,0,13,1,1,2,12,1,4,3,0,5.213592233009709,3,11,3,10,103
1186,17,0,35,0,43,17,1,0,7,39,8,0,29,0,46,20,0,0,4,13,0,20,4,3,1,24,7,1,0,1,4.348484848484849,0,24,3,24,198
1187,22,0,63,2,69,34,0,1,25,94,26,0,30,0,20,23,2,0,4,19,0,46,3,12,20,10,31,3,5,3,6.197452229299363,7,15,5,43,314
1188,13,1,46,3,46,22,1,1,17,50,6,0,27,0,27,19,2,0,2,11,0,27,0,7,9,14,14,1,3,2,4.815450643776824,2,16,3,26,233
1189,8,0,19,2,23,5,2,0,9,23,2,0,17,0,25,13,1,0,4,5,0,14,2,5,6,19,5,2,2,3,5.306306306306307,2,12,3,10,111
1190,12,0,21,6,34,21,1,1,7,32,5,0,23,0,23,13,1,0,3,18,0,20,0,5,6,16,9,1,2,0,5.44,2,15,4,16,150
1191,16,3,50,3,57,20,1,2,13,85,11,0,28,0,33,31,0,0,0,18,0,32,10,5,12,13,22,3,7,3,5.669064748201439,7,9,4,25,278
1192,11,1,25,0,34,20,1,0,7,33,15,0,30,1,32,19,1,0,5,20,0,24,1,8,1,22,3,2,1,1,4.41578947368421,2,14,3,24,190
1193,21,3,68,1,59,36,1,1,24,98,11,0,25,0,33,45,0,1,2,18,0,39,6,7,13,13,20,5,4,3,5.511111111111111,6,7,4,22,315
1194,17,2,36,0,63,29,4,1,4,71,9,0,42,0,41,22,1,0,2,28,0,30,6,6,12,23,11,4,2,6,5.467432950191571,3,11,4,22,261
1195,15,1,24,0,28,17,0,0,11,48,12,0,26,0,29,8,1,0,0,12,0,26,2,12,9,27,9,1,3,3,5.035897435897436,4,17,3,17,195
1196,19,4,56,10,68,38,4,0,16,108,5,1,36,0,71,40,0,0,9,32,0,47,5,11,17,44,14,3,5,7,5.379411764705883,10,31,4,29,340
1197,13,1,19,0,36,20,1,0,8,39,18,1,29,0,15,13,0,0,5,6,0,17,0,1,7,17,8,2,1,2,5.792899408284024,3,16,3,16,169
1198,26,6,72,8,81,47,3,3,15,112,40,0,60,1,46,41,0,0,3,27,0,33,25,14,19,24,18,4,7,4,5.319238900634249,6,38,5,43,473
1199,26,1,61,3,74,41,0,0,23,89,21,1,55,0,14,19,0,0,2,21,0,37,4,6,16,11,20,6,3,4,6.23051948051948,4,28,4,32,308
1200,13,0,32,1,34,27,2,0,12,34,8,0,28,0,49,23,1,0,0,21,0,19,5,8,6,35,11,1,4,7,4.657777777777778,10,22,4,18,225
1201,15,1,27,2,30,15,0,1,18,24,8,0,28,0,33,19,1,0,3,7,0,30,0,5,4,25,3,3,4,0,4.8011695906432745,3,4,3,17,171
1202,15,0,33,1,46,27,1,0,15,42,7,0,43,0,50,22,0,1,5,11,0,34,4,16,11,28,5,0,10,1,5.08130081300813,10,11,4,19,246
1203,10,0,22,4,31,21,1,0,12,21,0,1,35,0,16,10,1,0,4,7,0,21,1,0,3,17,3,2,2,0,5.666666666666667,3,6,3,12,123
1204,13,2,30,2,42,24,1,0,11,52,7,0,17,1,47,31,0,0,3,20,0,30,4,3,10,27,12,2,8,3,4.839285714285714,9,16,4,19,224
1205,16,1,40,3,67,44,1,1,15,75,29,1,56,0,47,38,0,1,4,18,0,37,4,10,23,28,19,4,6,4,5.513812154696133,7,31,4,43,362
1206,20,0,33,3,42,24,1,1,9,55,19,0,36,0,15,21,0,0,1,7,0,19,7,3,11,16,11,1,4,2,5.19634703196347,3,23,3,22,219
1207,34,1,55,0,70,30,0,0,8,93,17,1,47,0,47,22,0,1,3,19,0,27,17,7,24,23,10,3,1,2,5.262711864406779,4,10,4,33,354
1208,21,1,32,2,44,23,2,0,15,53,6,0,34,0,53,24,0,0,4,16,0,28,8,18,9,28,7,5,1,1,4.5034246575342465,2,10,3,25,292
1209,12,3,46,0,17,14,2,0,2,43,9,0,24,0,12,15,0,0,0,17,0,19,0,2,4,22,6,0,6,2,5.115853658536586,6,20,3,9,164
1210,13,1,22,1,43,21,1,0,14,22,9,1,40,1,51,23,0,1,1,11,0,31,5,4,7,30,14,3,3,1,4.668341708542713,4,7,3,26,199
1211,8,0,27,4,40,8,0,1,6,39,5,0,7,0,26,16,0,0,2,7,0,17,5,6,5,8,7,1,3,1,5.341666666666667,3,12,3,12,120
1212,6,2,41,2,44,24,2,0,5,54,24,0,43,0,34,27,0,0,0,24,0,26,1,8,9,23,13,1,3,3,5.113138686131387,5,14,4,22,274
1213,6,0,7,0,15,6,0,0,3,9,1,0,7,0,19,6,0,0,0,4,0,7,0,2,2,11,4,0,1,1,4.666666666666667,2,2,2,7,57
1214,15,0,21,3,37,21,1,0,22,44,5,0,27,0,51,10,6,0,2,9,0,33,3,2,9,21,5,0,0,1,5.3253588516746415,0,28,4,21,209
1215,7,0,21,1,33,6,0,1,6,36,6,0,24,0,13,22,0,0,1,8,0,20,3,3,6,11,5,3,2,1,5.426573426573427,0,10,3,12,143
1216,14,7,56,1,63,25,0,1,16,73,23,0,31,0,13,26,0,0,1,13,0,26,0,7,14,4,22,2,5,4,6.003802281368821,6,21,4,22,263
1217,19,4,51,5,62,54,0,1,14,87,18,0,41,0,25,27,0,0,3,21,0,29,3,7,17,15,18,0,0,4,5.324159021406728,3,14,4,31,327
1218,13,4,55,1,38,21,2,0,10,85,16,0,29,1,19,18,0,0,4,11,0,19,7,4,7,10,18,5,3,0,5.491935483870968,3,26,3,21,248
1219,17,3,32,2,40,26,0,0,8,38,2,1,29,0,91,30,0,0,3,19,0,23,23,6,8,37,12,6,11,7,4.118959107806692,9,23,3,22,269
1220,13,3,39,4,25,18,1,0,9,60,27,2,28,0,16,22,1,0,0,15,0,18,0,5,7,15,17,1,5,4,5.7318181818181815,7,25,4,21,220
1221,23,0,72,2,71,35,0,0,22,84,16,0,45,0,21,27,1,0,2,10,0,32,2,0,9,23,8,4,2,2,6.024822695035461,3,6,4,29,282
1222,5,0,8,0,12,12,0,0,6,15,4,0,5,1,17,8,0,0,0,3,0,11,5,1,6,8,0,0,1,1,5.045454545454546,1,13,2,8,66
1223,11,4,39,1,45,33,1,0,14,67,7,1,40,0,24,25,0,0,2,9,0,24,7,2,7,19,14,1,3,1,5.607843137254902,4,13,4,36,255
1224,17,4,46,2,67,24,3,1,9,76,13,0,46,0,43,32,2,1,0,37,0,40,5,7,24,22,29,2,14,4,6.149152542372882,15,11,5,25,295
1225,21,2,38,0,64,27,0,1,17,66,34,0,41,0,40,38,2,0,2,9,0,24,6,3,8,18,14,0,1,8,5.177474402730375,4,35,4,22,293
1226,9,0,13,2,28,22,0,0,2,9,4,0,38,0,14,5,1,0,1,13,0,15,1,0,3,20,4,1,2,1,5.201612903225806,4,4,3,14,124
1227,14,1,24,1,38,24,1,1,5,32,27,0,18,0,57,21,1,0,2,12,0,15,3,6,5,32,19,1,10,3,5.046948356807512,9,9,3,36,213
1228,8,0,17,1,23,7,0,0,1,28,9,0,15,0,3,7,0,0,2,4,0,6,1,5,2,6,1,1,0,1,5.402298850574713,0,13,3,6,87
1229,15,1,58,0,57,11,0,1,7,76,28,0,22,0,41,17,0,0,6,15,0,24,3,2,5,26,6,6,1,4,3.340782122905028,2,29,3,23,358
1230,20,4,72,0,99,34,0,2,6,117,32,1,60,1,30,29,1,1,3,23,0,23,10,8,19,12,11,4,3,0,6.046511627906977,6,30,5,29,430
1231,18,0,54,0,54,27,1,0,8,76,18,0,39,0,37,28,0,1,1,14,0,22,14,3,15,25,17,4,6,2,4.845201238390093,9,17,4,34,323
1232,2,0,10,4,19,6,0,0,3,12,2,0,7,0,14,5,0,0,3,1,0,6,0,1,3,16,3,7,1,0,4.660377358490566,0,7,2,3,53
1233,4,1,12,2,26,9,0,0,4,30,3,0,10,0,14,8,0,0,0,8,0,9,5,2,7,6,10,3,0,2,5.235294117647059,1,4,2,11,102
1234,12,2,28,0,32,24,1,0,11,44,14,0,26,0,16,27,1,0,0,12,0,18,1,2,10,14,6,0,4,5,5.533678756476684,3,10,4,13,193
1235,18,2,34,2,35,19,1,0,12,41,8,1,31,0,23,27,0,0,0,11,0,22,3,2,12,20,16,0,10,6,5.84,10,11,4,23,200
1236,14,0,33,0,56,28,3,0,15,58,22,1,55,0,27,21,1,0,3,24,0,39,1,2,12,30,8,1,1,1,5.572992700729927,1,16,4,39,274
