,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1012,9,0,18,0,18,4,0,0,2,22,6,0,3,0,0,23,2,0,0,0,7,0,8,17,0,0,0,1,0,1,4,5.0,1,10,17,6,68
1013,1,0,5,0,6,1,0,0,0,12,1,0,1,0,0,12,1,0,0,1,1,0,0,3,0,0,4,1,0,1,0,4.730769230769231,1,9,8,4,26
1014,5,0,7,0,8,7,0,0,3,19,15,0,1,0,0,25,5,0,0,1,10,0,11,18,1,4,6,1,1,0,0,4.967741935483871,0,12,17,16,93
1015,1,0,2,0,2,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4.25,0,1,2,2,8
1016,14,1,19,0,11,9,0,2,8,33,5,0,6,0,0,40,9,0,0,1,8,0,19,19,5,2,4,7,0,1,5,4.284552845528455,1,8,21,16,123
1017,9,1,36,0,23,22,0,0,2,49,58,0,8,0,0,33,20,1,0,4,9,0,7,36,7,6,5,4,1,0,4,5.972477064220183,1,52,24,37,218
1018,4,0,1,0,3,2,0,0,0,6,2,0,3,0,0,9,2,0,0,0,3,0,2,7,4,1,1,0,1,0,1,5.096774193548387,0,2,9,5,31
1019,1,3,18,0,17,0,0,0,0,25,9,0,3,0,0,23,7,0,0,1,9,0,8,16,2,0,3,0,0,0,2,4.689655172413793,0,11,20,15,87
1020,11,4,33,1,21,14,0,2,3,46,14,0,6,2,0,22,20,0,0,0,3,0,7,22,3,9,6,4,0,0,1,4.355029585798817,0,24,22,7,169
1021,16,5,24,1,44,22,0,0,2,32,19,0,20,0,0,41,33,1,0,3,14,0,15,20,7,11,16,5,2,2,1,4.7657657657657655,2,19,23,32,222
1022,7,0,12,1,11,1,0,0,2,17,10,0,3,0,1,20,6,0,0,1,4,0,2,10,3,4,4,0,0,0,2,4.527027027027027,0,21,12,14,74
1023,7,0,5,1,13,4,0,0,1,13,9,0,6,0,0,27,10,1,0,1,7,0,7,1,5,1,18,2,0,1,0,3.9494949494949494,1,4,15,9,99
1024,6,0,9,0,7,9,0,0,3,12,24,0,7,0,0,15,6,0,0,1,5,0,9,9,1,5,4,4,0,0,0,5.629213483146067,0,26,16,11,89
1025,22,4,21,1,40,7,0,0,1,44,15,0,24,0,0,43,10,0,0,1,10,0,8,29,6,8,10,3,0,0,6,5.035502958579881,0,27,22,15,169
1026,0,0,6,0,7,4,0,0,0,14,3,0,2,0,0,14,8,0,0,0,4,0,5,1,1,2,3,11,0,0,4,4.568181818181818,1,3,11,4,44
1027,6,0,7,0,19,14,0,0,3,22,6,0,8,0,0,16,6,0,0,0,9,0,8,0,8,1,3,6,0,0,1,6.141304347826087,1,4,14,13,92
1028,6,1,8,1,16,8,0,0,2,25,3,0,2,0,0,36,8,0,0,1,8,0,8,20,5,4,6,2,0,0,4,3.6272727272727274,1,1,17,16,110
1029,9,4,8,0,18,4,1,0,4,19,2,0,6,0,0,21,7,1,0,1,9,0,17,15,4,3,10,1,1,1,1,4.753086419753086,1,1,12,12,81
1030,8,3,23,2,25,9,1,2,4,46,25,0,9,0,0,18,12,0,1,0,8,0,17,2,10,0,15,12,0,1,0,5.460606060606061,1,36,24,20,165
1031,2,2,8,0,4,1,0,0,0,13,7,0,2,0,0,7,3,0,0,1,4,0,2,7,4,0,1,0,0,0,2,5.358974358974359,0,9,10,6,39
1032,5,2,14,0,12,5,1,0,2,20,12,0,3,0,0,37,12,0,0,2,3,0,5,28,8,4,5,1,0,2,1,4.037593984962406,1,9,19,13,133
1033,15,1,39,0,47,20,1,0,4,71,12,0,22,0,0,52,24,0,0,3,11,0,12,27,16,7,12,10,1,1,6,5.109375,1,15,24,30,256
1034,22,2,8,0,13,9,5,0,2,21,8,0,4,0,0,43,17,0,0,7,7,0,11,34,8,2,8,0,1,0,0,4.326388888888889,0,10,18,14,144
1035,4,0,5,1,5,4,0,0,0,12,5,0,1,0,0,3,3,0,0,0,3,0,2,0,0,0,3,1,0,0,2,4.862068965517241,0,3,7,4,29
1036,1,0,7,0,13,8,0,0,0,10,15,0,1,0,0,9,4,0,0,0,3,0,2,12,1,0,1,0,1,0,1,4.527272727272727,0,17,13,8,55
1037,2,0,21,0,13,5,0,2,0,27,19,0,7,0,0,15,10,1,0,0,6,0,2,19,2,2,3,2,2,0,3,4.857142857142857,0,13,19,17,98
1038,11,0,32,1,37,20,0,2,0,49,18,0,6,0,0,34,13,0,0,5,11,0,6,35,8,2,1,4,0,3,4,4.9655172413793105,4,21,24,21,174
1039,2,0,2,0,6,3,0,0,3,8,1,0,3,0,0,6,1,0,0,0,4,0,6,1,5,0,1,1,0,0,0,6.366666666666666,0,1,7,3,30
1040,4,1,26,0,12,3,0,0,1,24,21,0,10,0,0,14,14,2,0,1,9,0,6,3,4,1,10,11,0,0,1,4.95,0,18,20,24,120
1041,7,1,11,0,20,3,0,0,0,22,8,0,6,0,0,22,7,0,0,5,10,0,7,20,3,5,3,0,0,0,3,4.4361702127659575,0,6,17,10,94
1042,5,2,15,1,16,5,0,0,3,29,6,0,5,0,0,21,9,0,0,2,14,0,13,15,5,3,4,3,0,0,3,4.431372549019608,0,13,19,13,102
1043,10,1,16,1,10,12,1,0,4,27,12,0,1,0,0,30,17,0,0,4,5,0,9,26,2,4,4,1,0,0,3,4.221311475409836,0,13,19,14,122
1044,5,0,6,2,14,1,1,0,1,14,7,0,4,0,0,30,8,0,0,2,6,0,6,19,3,4,2,0,0,0,1,4.349397590361446,0,7,19,13,83
1045,7,1,10,0,14,6,0,0,0,16,16,0,10,0,1,16,12,0,0,1,8,0,4,18,1,0,1,0,0,0,1,4.976470588235294,0,14,17,13,85
1046,4,0,10,0,19,9,0,1,4,20,20,0,5,0,0,29,4,0,0,1,4,0,9,15,2,0,2,8,1,0,1,4.98,0,21,17,16,100
1047,2,1,8,0,10,5,0,0,0,14,9,0,2,0,0,11,4,0,0,0,4,0,3,5,0,0,7,2,1,1,2,4.491525423728813,2,8,13,9,59
1048,7,4,6,0,6,7,0,0,1,9,0,0,4,0,0,24,7,0,0,0,3,0,4,11,4,1,6,0,0,0,2,3.966666666666667,0,2,9,3,60
1049,10,3,7,0,5,7,0,0,2,26,0,0,9,0,0,16,16,0,0,0,5,0,8,16,1,4,4,1,0,0,1,4.27027027027027,0,9,16,3,74
1050,2,2,9,0,14,4,0,0,1,20,10,0,2,0,0,23,8,0,0,2,5,0,8,6,3,0,9,2,0,0,2,4.430555555555555,0,11,12,5,72
1051,1,0,7,0,7,2,0,0,3,19,1,0,0,0,0,16,9,0,0,0,3,0,6,2,1,0,2,2,0,0,5,4.2,1,1,6,6,40
1052,16,1,18,0,27,5,3,0,1,37,16,0,12,0,0,41,20,1,0,1,6,0,6,10,10,2,13,11,0,0,2,4.335483870967742,1,33,13,3,155
1053,13,3,15,0,15,2,0,0,2,27,16,0,8,0,0,18,3,0,0,1,4,0,7,10,1,2,10,1,0,1,1,4.7032967032967035,1,20,15,11,91
1054,5,2,19,2,17,12,0,0,3,25,6,0,7,0,0,29,17,2,0,4,9,0,12,28,3,2,2,2,0,1,3,3.9430894308943087,1,13,18,16,123
1055,2,1,9,0,10,3,1,0,1,16,8,0,5,0,0,14,3,0,0,0,7,0,7,12,1,6,1,0,0,0,2,5.096774193548387,0,7,16,4,62
1056,7,3,16,1,20,6,1,0,1,28,8,0,15,0,0,38,10,0,0,2,6,0,5,22,5,3,6,2,0,0,3,4.9772727272727275,0,12,19,20,132
1057,24,1,48,1,57,18,0,5,5,62,16,0,11,0,0,60,26,0,0,2,9,0,13,48,13,9,7,2,2,1,1,4.756862745098039,2,15,22,29,255
1058,4,0,10,0,10,1,1,0,1,18,2,0,4,0,0,13,2,1,0,0,0,0,2,0,1,1,8,6,0,1,0,4.982142857142857,1,4,11,9,56
1059,3,2,8,0,10,6,0,0,1,13,2,0,3,0,0,20,2,0,1,1,5,0,4,2,1,0,3,9,0,0,2,4.754098360655738,0,3,16,9,61
1060,10,0,15,2,15,12,0,0,0,32,10,0,5,0,0,28,10,0,0,2,7,0,7,23,7,2,5,3,1,0,5,4.745614035087719,0,20,17,25,114
1061,5,2,7,0,8,10,0,0,2,29,13,0,4,0,0,13,8,0,0,0,6,0,9,22,6,3,0,2,0,1,0,5.051546391752577,1,13,17,14,97
1062,4,2,17,0,22,9,0,0,2,21,8,0,7,0,0,20,7,0,0,1,4,0,7,18,6,1,6,3,0,0,4,4.565656565656566,0,14,12,16,99
1063,12,1,9,0,9,14,1,0,3,27,17,0,8,0,0,27,7,1,0,1,0,0,2,4,2,3,15,4,0,0,2,4.421052631578948,0,21,15,9,114
1064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.0,0,0,3,2,2
1065,4,1,10,0,7,7,1,0,0,12,5,0,3,0,0,12,5,0,0,1,8,0,10,1,1,0,5,8,0,0,1,4.387096774193548,0,3,14,10,62
1066,6,2,16,0,17,4,0,3,3,25,3,0,6,0,0,17,5,0,0,1,3,0,9,14,3,4,2,2,0,0,2,4.5,0,1,19,11,84
1067,16,2,40,0,41,16,0,0,2,63,19,0,14,0,0,51,32,0,0,5,17,0,16,40,2,6,6,6,8,1,3,4.822660098522167,4,19,16,27,203
1068,8,1,18,1,20,11,0,0,1,28,2,0,11,0,1,20,10,0,0,0,12,0,14,10,7,2,4,2,0,0,2,4.688172043010753,0,5,15,12,93
1069,2,0,6,1,11,6,1,0,0,10,4,0,5,0,0,17,2,0,0,1,7,0,8,4,2,0,4,6,1,0,2,4.551020408163265,0,3,16,6,49
1070,9,0,10,1,19,21,0,0,0,27,10,0,4,0,0,22,2,0,0,0,19,0,16,18,16,1,7,0,0,0,11,5.537190082644628,0,10,17,19,121
1071,5,0,7,0,16,5,1,0,0,10,2,0,5,0,0,11,6,0,0,0,3,0,3,13,3,1,0,1,0,1,1,5.12,1,4,16,4,50
1072,7,3,9,0,9,3,0,0,1,17,4,0,3,0,1,33,13,0,0,0,6,0,5,19,2,3,2,5,0,1,1,4.5625,1,4,17,16,80
1073,2,1,4,0,4,2,1,0,1,15,32,0,1,0,0,8,2,0,0,0,0,0,0,8,4,1,1,1,0,0,1,5.8133333333333335,1,37,17,16,75
1074,1,0,4,1,5,2,0,1,0,7,3,0,1,0,1,8,3,0,0,1,2,0,1,8,0,1,0,0,0,0,3,4.206896551724138,0,3,13,2,29
1075,6,0,10,0,10,4,0,0,1,22,4,0,1,0,1,21,15,1,0,1,4,0,5,12,4,2,5,2,1,0,3,4.263888888888889,2,7,16,8,72
1076,8,3,19,0,16,9,0,0,0,34,17,0,8,0,0,23,11,1,0,4,2,0,2,15,5,5,8,5,1,1,2,5.1640625,1,13,21,18,128
1077,4,0,10,0,16,8,0,0,1,13,15,1,9,0,0,18,18,0,0,0,9,0,10,1,3,0,12,6,0,0,1,4.842105263157895,0,11,11,17,95
1078,8,1,10,0,19,11,0,0,1,20,6,0,8,0,0,17,10,0,0,2,5,0,7,4,8,4,7,6,1,1,0,5.195402298850575,2,7,14,9,87
1079,17,4,43,3,31,4,1,1,3,67,23,0,11,0,1,46,8,0,0,5,15,0,15,54,0,8,2,1,1,0,2,5.110047846889952,0,21,24,33,209
1080,25,5,31,0,19,16,0,0,1,55,15,0,11,0,1,61,5,0,0,8,14,0,15,44,5,3,12,4,0,3,4,4.532994923857868,3,20,21,17,197
1081,21,1,38,1,36,15,5,0,5,58,22,0,16,0,0,76,18,0,0,5,13,0,17,58,7,4,7,5,2,1,6,4.738396624472574,1,18,21,35,237
1082,3,1,2,0,3,3,0,0,0,11,0,0,0,0,0,19,1,0,0,0,2,0,2,11,1,1,2,0,0,0,1,4.170731707317073,0,2,12,8,41
1083,5,2,10,0,26,8,1,1,4,19,1,0,6,0,0,17,9,0,1,1,3,0,9,1,1,2,7,5,0,0,1,5.833333333333333,1,8,10,5,66
1084,13,3,25,0,31,6,1,0,3,45,15,1,13,0,0,39,15,0,0,1,6,0,9,31,8,8,8,6,1,1,3,4.733333333333333,3,13,20,26,180
1085,7,2,11,0,13,5,0,0,1,20,5,0,5,0,0,29,9,0,0,2,3,0,5,22,6,1,3,2,1,1,3,4.367816091954023,2,4,16,9,87
1086,11,2,9,0,11,7,0,1,0,27,2,0,1,0,0,29,14,0,0,0,10,0,7,15,1,0,5,2,0,0,1,3.9873417721518987,0,25,12,2,79
1087,7,2,6,0,12,7,0,0,1,22,2,0,9,0,0,26,5,0,0,3,6,0,7,14,0,2,5,1,1,0,1,4.9480519480519485,0,11,16,7,77
1088,7,0,15,3,22,10,0,1,3,32,15,0,6,0,1,25,14,0,0,1,11,0,13,4,8,2,10,11,0,3,1,5.341666666666667,3,16,15,17,120
1089,6,0,14,0,15,5,0,1,2,31,22,0,8,0,1,24,7,1,0,2,2,0,5,18,4,3,1,0,1,0,1,4.729508196721311,0,21,18,14,122
1090,9,1,10,0,20,8,0,0,1,28,7,0,3,0,0,45,5,0,0,4,5,0,7,28,6,0,3,0,2,1,4,4.315789473684211,3,21,16,5,95
1091,0,0,9,0,13,3,0,0,0,10,3,0,3,0,0,13,2,0,0,0,5,0,3,7,3,0,1,0,0,0,2,4.818181818181818,0,3,10,3,33
1092,14,0,16,0,27,9,1,0,2,48,0,0,9,0,0,37,8,0,0,1,7,0,8,3,10,3,20,8,0,3,6,5.367521367521367,3,10,7,4,117
1093,9,1,11,0,15,6,1,0,1,22,20,0,4,0,0,39,16,0,0,3,12,0,12,18,4,7,6,6,0,1,3,4.5,1,18,15,10,118
1094,8,0,3,0,4,5,0,0,3,12,2,0,1,0,0,12,6,0,0,2,6,0,10,1,1,1,3,0,0,0,3,4.795454545454546,0,3,13,7,44
1095,5,0,5,0,9,6,0,0,0,11,4,0,4,0,0,14,4,0,0,0,2,0,1,8,6,1,0,1,0,0,1,5.088888888888889,0,3,9,6,45
1096,15,1,21,1,28,18,1,2,0,45,20,0,12,0,0,36,17,0,0,0,10,0,9,26,10,2,10,0,0,2,2,5.294478527607362,2,23,22,17,163
1097,10,0,12,0,21,9,0,0,1,29,10,0,2,0,0,39,18,0,0,1,20,0,23,23,5,5,8,3,0,1,4,4.671428571428572,0,11,19,16,140
1098,7,4,13,0,23,13,0,0,4,35,18,0,8,0,0,41,11,0,0,3,9,0,10,28,5,8,2,4,1,0,1,4.393548387096774,0,16,19,26,155
1099,19,2,19,0,25,12,0,0,1,59,21,0,8,0,0,46,18,0,0,0,11,0,10,29,10,5,8,3,1,0,5,5.3076923076923075,1,12,24,24,182
1100,9,0,9,0,21,10,0,0,1,27,1,0,6,0,0,33,9,0,0,0,12,0,10,16,5,4,6,2,0,0,5,4.271844660194175,1,8,21,11,103
1101,6,1,12,0,14,4,1,2,1,13,10,0,5,0,0,12,2,0,0,0,4,0,5,12,3,0,8,3,0,0,1,4.890625,1,12,16,8,64
1102,5,2,6,0,4,2,0,0,0,21,5,0,2,0,0,12,3,0,0,1,2,0,2,8,2,4,0,0,0,0,1,4.5625,0,10,16,7,48
1103,9,1,9,0,16,6,0,0,0,21,6,0,4,0,0,36,9,1,0,2,4,0,2,28,3,6,7,3,0,3,2,3.8421052631578947,3,7,15,3,95
1104,5,0,7,0,8,3,0,0,0,19,3,0,0,0,0,20,7,0,0,1,5,0,5,8,4,2,8,2,0,1,2,5.048387096774194,2,6,16,10,62
1105,8,0,9,1,25,10,0,1,2,25,14,0,9,0,0,27,13,0,0,1,5,0,8,13,8,4,8,5,1,0,0,5.118110236220472,0,16,21,19,127
1106,6,0,7,0,10,1,1,0,1,19,10,0,4,0,0,23,4,0,0,4,2,0,4,18,2,2,1,2,0,0,2,4.575342465753424,0,12,20,11,73
1107,11,1,9,0,26,4,1,0,7,42,2,0,7,0,0,27,7,0,0,0,2,0,12,2,5,4,17,6,0,1,3,5.651376146788991,3,4,15,15,109
1108,9,1,6,0,8,1,3,0,0,14,9,0,2,0,0,20,16,1,0,0,6,0,10,16,8,1,3,2,0,1,1,5.338028169014085,1,5,15,6,71
1109,3,1,0,0,13,5,0,0,0,7,3,0,1,0,0,24,7,0,0,4,4,0,5,13,1,1,2,0,0,0,0,3.85,0,4,20,5,60
1110,1,0,3,0,7,1,0,0,0,6,0,0,1,0,0,6,2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4.523809523809524,0,2,7,1,21
1111,6,1,14,2,14,8,0,0,0,14,7,0,3,0,0,8,4,0,0,2,6,0,4,15,3,4,2,1,1,0,2,5.126760563380282,1,7,17,11,71
1112,15,4,28,2,31,15,1,3,3,63,27,0,14,0,0,65,30,1,0,7,21,0,17,33,14,6,12,6,0,0,6,4.933333333333334,1,23,24,39,255
1113,6,1,11,1,12,2,0,0,1,18,9,0,5,0,0,28,6,0,0,3,11,0,10,16,1,3,9,0,0,1,1,4.520833333333333,2,7,18,19,96
1114,1,0,0,0,3,0,0,0,0,1,2,0,1,0,0,5,2,0,0,0,1,0,2,0,0,1,5,0,0,1,1,6.0,1,0,8,4,12
1115,8,1,6,0,4,4,0,0,0,13,2,0,4,0,0,12,1,0,0,0,4,0,4,13,0,2,3,0,0,0,3,4.369565217391305,0,2,16,4,46
1116,11,1,19,0,24,17,2,0,2,31,17,0,3,0,0,65,17,0,0,0,7,0,9,23,10,7,10,14,0,0,2,4.916666666666667,0,9,22,30,180
1117,6,4,11,0,13,8,0,0,0,16,11,0,5,0,0,9,7,0,0,2,4,0,4,4,1,1,4,2,0,0,3,4.972602739726027,0,13,18,9,73
1118,6,1,16,0,21,7,0,0,4,29,9,0,4,0,1,13,8,0,0,0,6,0,12,11,5,2,3,0,2,0,1,5.15,1,8,17,11,80
1119,2,1,6,0,8,2,0,0,0,13,6,0,2,0,0,5,4,0,0,0,2,0,2,7,1,2,0,0,0,0,2,5.55,0,15,18,4,40
1120,8,1,5,1,12,8,0,0,1,16,3,0,2,0,0,27,5,0,0,0,7,0,6,10,3,0,7,0,1,2,1,4.434782608695652,2,4,17,6,69
1121,17,0,19,0,13,7,0,0,0,23,5,0,10,0,0,35,12,0,0,0,8,0,6,19,5,0,9,3,1,3,2,4.36,3,12,17,11,100
1122,16,1,10,1,29,7,6,0,7,34,11,0,10,0,0,38,18,2,0,0,5,0,11,7,10,1,18,7,0,1,2,4.604026845637584,1,21,10,13,149
1123,8,1,8,0,11,4,0,0,0,20,11,0,7,0,0,27,12,0,0,0,8,0,8,2,5,1,14,9,1,0,1,5.318681318681318,0,8,9,12,91
1124,1,0,13,0,13,1,0,0,0,18,4,0,5,0,0,13,2,0,0,0,6,0,6,0,0,0,13,6,0,0,2,4.5,0,8,12,11,56
1125,8,0,6,0,19,12,2,0,2,24,21,0,10,0,0,39,9,0,0,1,7,0,12,26,5,4,4,0,0,0,1,5.104166666666667,0,21,20,25,144
1126,7,1,9,0,10,3,0,0,1,15,0,0,2,0,0,21,11,0,0,1,4,0,5,16,1,1,1,0,0,0,1,4.381818181818182,0,3,15,4,55
1127,1,1,5,0,8,2,1,0,0,9,3,0,9,0,0,16,11,0,0,1,6,0,8,1,2,1,7,4,0,1,2,4.327586206896552,2,5,10,7,58
1128,11,2,16,0,15,7,0,0,7,31,23,0,5,0,0,38,10,1,0,3,0,0,9,21,3,3,8,1,1,0,2,4.483221476510067,1,27,24,20,149
1129,5,0,18,0,16,8,0,0,2,23,2,0,3,0,0,15,7,0,2,1,4,0,10,6,2,2,5,7,1,1,3,4.816901408450704,2,3,19,11,71
1130,8,1,8,0,14,8,1,0,5,23,1,0,7,0,0,11,7,0,0,1,5,0,10,1,8,0,7,6,1,0,1,5.985714285714286,1,1,12,8,70
1131,8,2,14,1,18,8,1,0,3,28,14,0,7,0,0,25,8,0,0,0,4,0,8,21,3,4,6,0,0,0,0,4.6923076923076925,0,23,17,10,104
1132,2,1,10,0,8,4,0,0,1,9,11,0,4,0,0,14,7,0,0,0,4,0,3,15,3,3,1,0,0,0,0,5.275862068965517,0,6,13,14,58
1133,5,1,6,0,8,3,0,0,0,15,4,0,3,0,1,12,5,0,1,1,6,0,4,6,3,0,0,3,0,0,2,4.833333333333333,0,4,15,9,48
1134,9,0,10,1,11,2,0,1,0,24,3,0,4,0,0,24,11,0,0,2,3,0,2,16,1,0,4,1,0,0,5,5.074626865671642,1,9,12,4,67
1135,1,1,3,1,14,5,1,0,3,9,6,0,5,0,0,22,19,0,0,1,5,0,8,17,6,4,2,0,0,0,2,4.644736842105263,0,2,17,14,76
1136,2,0,8,0,14,2,0,0,1,17,7,0,3,0,0,13,6,0,0,0,3,0,3,11,2,1,0,1,1,0,2,4.413793103448276,0,5,15,7,58
1137,5,1,8,0,9,3,0,0,0,17,5,0,9,0,0,27,6,0,0,2,3,0,1,19,2,3,2,1,0,0,1,4.943661971830986,0,4,20,15,71
1138,1,0,5,1,24,5,0,0,1,17,1,0,5,0,0,16,1,0,0,1,5,0,10,1,2,2,8,2,0,0,1,4.553191489361702,0,6,8,3,47
1139,18,1,23,0,16,11,1,2,0,30,2,0,7,0,0,32,13,0,0,5,9,0,5,28,8,5,3,2,0,0,2,4.647619047619048,0,14,20,8,105
1140,8,0,14,0,15,7,0,1,1,29,20,0,7,0,0,30,15,0,0,0,3,0,4,24,2,4,6,3,1,0,1,5.048,0,20,20,25,125
1141,8,1,16,0,21,9,2,1,1,43,16,0,8,0,0,17,10,0,0,2,7,0,6,25,6,2,1,2,1,0,2,5.404761904761905,0,14,21,18,126
1142,0,0,4,0,7,1,0,1,0,9,2,0,1,0,0,5,1,0,0,0,2,0,2,5,0,0,1,1,1,0,1,4.333333333333333,0,7,11,4,30
1143,4,1,12,0,8,7,0,0,1,22,2,0,2,0,0,18,7,0,0,2,3,0,3,20,1,4,1,2,1,1,1,4.450704225352113,1,7,17,15,71
1144,4,4,16,3,22,5,2,0,2,23,23,0,8,0,0,19,4,0,0,2,5,0,5,18,7,3,7,1,0,3,0,4.619469026548672,3,28,21,12,113
1145,8,6,13,0,17,4,0,0,2,35,5,0,14,0,0,24,14,0,0,1,3,0,7,19,5,5,4,4,1,0,1,5.260504201680672,0,8,21,15,119
1146,11,1,13,0,16,4,1,0,1,29,2,0,3,0,0,21,11,1,0,0,8,0,10,17,6,0,0,0,0,0,4,4.506172839506172,0,2,17,11,81
1147,19,2,19,0,30,9,0,0,0,47,18,0,4,0,0,54,15,0,0,5,11,0,11,29,5,5,6,5,0,0,7,4.948571428571428,0,12,24,25,175
1148,4,1,1,0,4,4,0,0,1,11,4,0,0,0,0,18,6,0,0,0,7,0,9,8,3,1,2,1,0,0,2,4.764705882352941,0,5,12,9,51
1149,2,2,12,1,11,5,0,0,0,20,1,0,2,0,0,19,2,0,0,0,6,0,5,11,2,2,3,3,0,0,0,4.433333333333334,0,1,17,12,60
1150,8,1,12,1,16,6,1,0,1,29,6,0,6,0,0,23,8,1,0,0,11,0,13,18,0,0,3,1,0,0,3,4.371134020618556,0,5,19,12,97
1151,2,1,8,0,5,3,0,0,2,8,11,0,2,0,0,7,2,0,0,0,2,0,4,10,1,4,0,1,1,0,0,6.042553191489362,1,9,15,9,47
1152,7,1,12,0,14,7,0,1,0,28,11,0,1,0,0,17,4,0,0,0,2,0,2,10,1,4,5,1,0,1,1,4.175675675675675,1,25,14,4,74
1153,21,0,28,1,35,10,0,0,7,53,8,0,24,0,1,52,25,0,0,5,15,0,21,36,9,7,13,3,1,3,2,4.716494845360825,4,24,11,18,194
1154,11,5,23,0,28,9,0,0,4,57,12,0,5,0,0,41,14,0,0,0,7,0,10,31,8,3,4,1,3,1,1,5.1568627450980395,2,6,21,20,153
1155,2,0,18,0,11,2,0,0,2,26,19,1,3,0,0,24,9,0,0,2,4,0,5,19,2,2,2,7,0,0,1,4.65979381443299,0,23,20,19,97
1156,17,2,17,2,14,7,0,0,1,28,10,0,8,0,0,32,18,0,0,2,18,0,14,31,7,6,3,0,0,0,1,4.9689922480620154,0,14,17,12,129
1157,10,1,9,0,18,7,1,0,1,34,8,0,0,0,0,30,16,0,0,3,15,0,12,19,1,4,6,1,1,1,1,4.079646017699115,1,10,16,13,113
1158,4,0,12,0,20,10,1,1,1,24,4,1,2,0,0,18,9,0,0,0,6,0,9,12,4,1,4,1,3,0,1,4.415730337078652,0,10,20,16,89
1159,6,2,5,0,9,4,0,0,1,9,7,0,2,0,0,16,7,0,0,1,4,0,4,12,3,0,3,0,0,0,0,4.34,0,7,14,8,50
1160,5,0,5,0,13,1,0,0,2,20,10,0,0,0,0,10,1,0,0,0,3,0,4,5,3,2,0,2,0,0,1,5.208333333333333,0,11,16,5,48
1161,2,1,7,0,2,3,0,0,0,8,4,0,0,0,0,12,0,0,0,1,2,0,2,9,1,0,0,0,0,0,0,3.6875,0,3,5,6,32
1162,24,5,24,1,57,20,2,5,3,44,38,0,20,0,0,56,20,0,0,2,16,0,15,48,8,11,2,0,1,0,1,5.182572614107884,1,36,23,31,241
1163,5,0,9,2,14,6,0,0,2,18,6,0,8,0,0,16,5,1,0,0,1,0,4,9,11,2,7,3,0,1,3,5.0,1,9,17,10,78
1164,4,0,5,0,9,6,0,0,0,19,2,0,3,0,1,13,5,0,0,2,1,0,1,9,1,2,3,2,2,0,4,4.3076923076923075,0,2,17,8,52
1165,7,1,9,0,14,4,0,0,0,17,3,0,4,0,0,16,9,0,0,1,4,0,3,10,2,1,3,2,0,0,1,4.885245901639344,0,4,16,9,61
1166,5,1,2,0,3,5,0,0,0,7,4,0,0,0,0,14,8,0,0,0,3,0,2,10,2,2,3,0,0,0,0,4.75,0,9,12,4,44
1167,1,0,8,0,9,3,0,0,0,18,4,0,3,0,0,10,2,0,0,0,5,0,7,9,4,1,2,2,0,0,2,5.288461538461538,0,8,8,8,52
1168,8,1,5,0,7,4,0,0,0,12,0,0,3,0,0,14,4,0,0,1,11,0,10,13,2,1,0,0,0,1,1,3.8297872340425534,1,0,13,2,47
1169,4,1,1,0,4,3,0,0,1,2,3,0,1,0,0,8,0,0,0,0,1,0,2,7,1,3,0,0,0,0,1,4.619047619047619,0,5,8,2,21
1170,7,2,6,1,11,5,1,0,3,19,2,0,8,0,0,28,6,0,0,1,2,0,4,11,4,0,6,2,1,1,2,4.565789473684211,1,10,13,5,76
1171,9,0,15,0,9,3,0,0,0,23,4,0,8,0,0,20,9,0,0,1,7,0,6,13,5,1,5,1,0,0,1,4.473684210526316,0,6,11,5,76
1172,2,0,1,0,5,6,1,0,1,4,1,0,3,0,0,11,2,0,0,0,1,0,3,3,3,1,2,0,0,1,1,4.555555555555555,1,5,9,4,27
1173,6,1,16,0,10,6,0,1,0,32,25,0,3,0,0,18,7,0,0,0,7,0,4,4,6,0,8,8,0,0,0,5.297297297297297,0,31,19,28,111
1174,5,4,13,0,20,11,0,0,0,30,3,0,8,0,0,42,12,0,0,3,17,0,14,26,8,5,1,3,0,1,5,4.504065040650406,1,5,22,17,123
1175,8,5,15,2,8,9,0,1,2,31,4,0,5,0,0,23,9,0,0,2,9,0,10,8,4,1,11,7,1,0,2,4.619047619047619,1,2,13,19,105
1176,5,1,21,2,24,8,1,1,6,32,2,0,7,0,0,19,8,1,1,0,4,0,15,3,10,1,9,5,1,1,3,5.7227722772277225,2,9,11,11,101
1177,19,5,23,0,38,21,0,2,4,36,23,0,18,0,0,52,18,0,0,3,16,0,18,40,5,2,9,3,0,3,5,5.3520408163265305,5,27,20,24,196
1178,7,2,12,1,9,6,1,1,0,23,4,0,4,0,0,16,6,0,0,2,4,0,5,14,3,0,2,0,0,0,4,4.707692307692308,0,3,18,10,65
